,Apache County,Cochise County,Coconino County,Gila County,Graham County,Greenlee County,La Paz County,Maricopa County,Mohave County,Navajo County,Pima County,Pinal County,Santa Cruz County,Yavapai County,Yuma County,Alameda County,Alpine County,Amador County,Butte County,Calaveras County,Colusa County,Contra Costa County,Del Norte County,El Dorado County,Fresno County,Glenn County,Humboldt County,Imperial County,Inyo County,Kern County,Kings County,Lake County,Lassen County,Los Angeles County,Madera County,Marin County,Mariposa County,Mendocino County,Merced County,Modoc County,Mono County,Monterey County,Napa County,Nevada County,Orange County,Placer County,Plumas County,Riverside County,Sacramento County,San Benito County,San Bernardino County,San Diego County,San Francisco County,San Joaquin County,San Luis Obispo County,San Mateo County,Santa Barbara County,Santa Clara County,Shasta County,Sierra County,Siskiyou County,Solano County,Sonoma County,Stanislaus County,Sutter County,Tehama County,Trinity County,Tulare County,Tuolumne County,Ventura County,Yolo County,Yuba County,Churchill County,Clark County,Douglas County,Elko County,Esmeralda County,Eureka County,Lander County,Lincoln County,Lyon County,Mineral County,Nye County,Pershing County,Storey County,Washoe County,White Pine County,Carson City
San Benito County,1051.311555,1166.219318,839.4761907,984.146452,1101.457434,1141.999579,715.983756,862.0113427,665.7961357,977.2493347,987.8711732,977.4717728,93.44331555,799.5960835,782.1016037,136.5983002,250.702728,207.323414,342.7183506,180.9479626,302.8120438,164.4822017,625.6792758,246.6495294,128.6266048,352.0397316,591.3817437,656.3765382,328.7157025,254.333814,128.5135578,312.3560086,458.7582587,370.8443985,136.1471962,217.3333325,148.9723423,375.5878925,72.50729636,554.899494,243.5346315,46.07175288,237.5324019,300.0239452,443.7653553,274.4280942,376.7041188,562.0746618,205.755858,0,483.6064035,560.0841933,212.5333539,148.1792333,147.851193,145.0309466,249.2029196,86.59023039,468.8647136,333.489982,567.3524437,199.0385095,267.6438289,106.0671462,275.1189385,403.476285,482.2310699,210.4986165,185.5409947,306.4865657,241.03479,296.5851217,408.4961391,545.0044437,286.2292166,706.8853975,332.2615731,562.5159449,507.931557,563.179784,315.2644577,316.6073654,436.0669087,485.1716216,342.8394525,474.822467,625.0960913,306.102486
San Bernardino County,611.2566973,682.8686802,414.0876647,507.0944012,619.7489518,663.9740672,233.4697822,378.4056113,240.5332436,536.1777274,508.2231625,493.8822874,576.5441024,330.2335919,312.4727439,600.120865,528.2059577,563.9757638,718.0614494,538.4285145,720.7382923,618.4627106,1026.515306,583.7474956,378.0322857,762.3280926,747.9724517,215.8584156,219.3594149,238.1185982,355.7716112,749.4228845,759.9799659,204.275446,413.9501603,685.9613709,450.5604449,819.9267776,484.0253486,847.0522974,416.8743203,489.2235104,681.6061972,639.7957512,196.8986929,617.4197118,702.7129408,126.433608,609.2513773,483.6064035,0,211.1443699,691.7357833,569.7192432,392.4099746,624.2366306,354.5439072,560.6360722,833.8909764,650.3190163,931.0832354,638.7422673,726.3283847,526.7655529,675.6060663,792.2208048,886.0535469,280.3271616,488.1140508,275.7774784,663.3406442,671.057663,552.1323793,184.1900801,543.5386159,702.5011728,349.9199171,569.4378073,565.9430661,330.6700266,535.0268937,453.0539209,346.5576957,650.933291,589.2098786,721.3446484,519.6922686,572.988215
San Diego County,719.4109394,669.9603839,554.7300474,560.0537484,643.3892659,701.7802092,265.9493376,399.6114525,408.4816216,649.1644078,478.2313222,504.7387235,650.6781371,427.0120898,268.9321314,693.5801194,679.3996511,696.7566835,855.42212,667.9427885,841.6510876,718.0773724,1161.830792,724.4390098,491.5134708,887.9322025,939.9051424,132.4547146,397.6005906,314.6370151,438.60253,861.9783739,921.7527587,189.5658666,538.2811401,777.0628838,580.0818232,929.685449,586.3893602,1014.335886,576.1976656,547.978016,788.6414786,784.2033797,117.9132528,759.2271374,854.931446,106.4437241,730.3699062,560.0841933,211.1443699,0,771.1818722,680.9613209,427.672877,704.5431866,345.3923433,646.0134644,979.0820142,802.0891362,1079.250597,746.4735555,825.443739,633.7544286,801.7742304,927.4973481,1017.611854,400.8199328,626.0762569,263.7942136,780.0696101,806.3649616,736.4800527,389.6938311,701.8280426,911.3927374,534.4289889,774.5763665,765.0268409,541.2575172,701.5775661,628.4330948,550.302339,837.3261868,754.5794283,894.8136135,730.6307925,731.8689148
San Francisco County,1236.097293,1374.426883,1023.980111,1185.249816,1305.404082,1342.956556,925.0422618,1069.505722,856.5500306,1163.657578,1198.367826,1184.54239,120.5040646,998.8323457,993.9001445,98.93305731,299.6540218,222.8663949,248.749069,222.4924069,175.5039081,97.2969383,456.4714571,247.8248257,317.6415639,215.5890812,586.5330719,868.8944126,515.3236407,466.6539963,340.0702549,154.0865538,391.9340046,581.628932,295.3285015,43.97284858,275.1751027,192.9340876,212.2536451,473.2344978,365.7092882,224.9225784,106.4787429,263.0101684,654.090934,250.0644007,316.1718114,774.3853194,168.4621795,212.5333539,691.7357833,771.1818722,0,156.2834043,347.985386,67.81173647,444.966314,131.1031361,347.8574692,299.6739937,431.4126095,113.0121671,89.21146275,179.6144478,185.9772317,275.5734302,324.8292232,412.6987908,271.2096771,512.9159731,144.7725422,225.8465702,460.4108015,731.6806483,326.0816192,760.6423913,474.7071621,636.4033692,571.9133951,718.7566444,363.9448956,413.1701716,577.6562133,500.0454997,359.3423989,442.6809959,731.199689,327.0532813
San Joaquin County,1087.670915,1247.082689,876.1866842,1048.42558,1171.427879,1205.364402,802.1358932,942.2121696,713.2405793,1016.235667,1077.58002,1055.83026,121.3603608,861.1286142,879.806557,64.72650395,149.6105936,78.22210085,194.5840925,68.10932159,161.6810568,59.60590181,485.3615436,114.3981337,193.5841005,209.6866748,470.6312223,763.2921472,374.8500078,366.4401956,244.1709664,181.9017657,314.6850648,495.9420945,156.5364298,129.7943541,126.2139526,251.4250841,95.49381271,409.4870034,210.2570501,188.5006222,111.8892366,157.6316099,568.7888474,134.1357408,232.015973,666.360219,57.57850863,148.1792333,569.7192432,680.9613209,156.2834043,0,292.9039469,112.7273372,393.6524841,87.55678109,321.1047917,193.8177146,420.2395469,69.09926227,158.6653715,47.73086284,128.0836531,257.3677112,340.7540348,291.2310921,115.003277,441.5790774,99.39256218,148.5935553,315.9343605,587.1239775,180.639044,620.1549846,320.0059492,488.2742,425.7934653,564.1142712,217.32644,257.7103801,422.0009338,372.0298821,225.7205414,340.6315819,577.02741,189.5513759
San Luis Obispo County,992.8292325,1063.261417,785.447186,899.3433026,1009.4495,1055.802581,615.0119825,763.7614988,606.9462091,917.5835205,878.5951706,879.1037502,228.7416948,721.4924578,668.1747497,283.5345701,364.4735543,340.5642932,486.7463331,311.3636751,450.4369024,312.0936615,773.5294732,378.1839351,168.7473534,499.5938696,699.4659902,535.8034702,303.5208739,155.8425908,95.36494406,459.9229748,593.5352692,239.3874826,212.3013298,360.3690916,247.5968446,521.9467315,202.722752,690.6653168,314.4019292,123.1351289,385.1599027,435.9658866,309.7709133,409.567072,513.3533056,446.7015153,349.9060625,147.851193,392.4099746,427.672877,347.985386,292.9039469,0,283.8442564,101.3615099,232.5172414,613.7820155,466.1421199,713.1405974,346.8764885,412.7621657,247.119253,420.9258838,549.9855549,629.9979976,177.1502027,296.2749444,165.5449021,388.3996762,439.1903238,500.2900597,498.5717629,398.3836328,779.1469718,366.064603,628.9436793,584.4168646,558.133002,419.2829819,392.1729986,456.9387204,589.7287914,457.9942471,598.7107654,663.959883,423.5160786
San Mateo County,1173.769677,1307.024871,961.5161767,1119.177256,1238.782079,1276.962058,857.4662039,1002.187023,792.463684,1100.883162,1130.635273,1117.312728,55.14434511,933.0659838,926.089338,48.0289788,262.3343375,189.1640222,259.1231002,180.5763072,196.3922819,67.2117353,503.4047729,221.5432474,251.6725893,243.2945987,574.3743052,801.2545032,451.2263355,398.9254737,272.2755188,189.6722722,397.1881746,515.073305,232.9707614,78.12497472,217.6000969,242.9913911,147.8596149,485.7393266,312.7401263,160.9054306,121.5382639,251.5862521,587.7490045,232.9951346,316.4899103,706.6325855,146.393017,145.0309466,624.2366306,704.5431866,67.81173647,112.7273372,283.8442564,0,382.5946777,63.95851193,373.1151167,289.3200288,464.2584707,102.1059419,132.7064895,121.8719951,189.499201,301.7448859,365.1856483,345.6979699,222.182896,447.7938969,146.5280189,224.9255415,428.3788969,668.2613479,292.9003969,732.2888977,419.4457438,600.9790698,538.4840618,662.4329867,329.882063,367.7095331,523.7597995,480.1099158,334.836381,436.8961307,687.7025299,299.6846761
Santa Barbara County,965.5384143,1000.612719,764.619237,852.8066853,956.0269328,1006.584313,559.5488454,707.9798578,586.8139908,890.3515883,812.1517021,821.7808382,327.4885774,683.1098864,600.0812316,384.5580486,454.7123521,437.8315534,586.8595388,408.187662,551.7674817,413.3202902,874.8812477,474.4678172,249.7253063,600.9031992,782.1167213,463.7238706,327.9524083,149.5693874,171.9413575,561.0859037,689.5873993,167.5394283,298.3450817,459.8965259,337.4445494,622.4939404,301.8628517,786.8125559,389.9500476,221.8779036,486.3709218,533.3100954,229.2856204,506.8081494,610.5453696,382.2873599,450.3481136,249.2029196,354.5439072,345.3923433,444.966314,393.6524841,101.3615099,382.5946777,0,333.4039654,714.0845586,562.0348738,813.7405159,448.2355451,512.9118716,347.3457874,521.7351945,650.9413687,731.3537188,220.0252425,387.5037162,85.48350014,489.6766738,538.9006593,577.918317,492.301268,487.2218944,841.5507243,420.2784403,690.6179168,652.4718347,578.6696961,504.3323546,465.6624392,498.3792245,671.8801372,546.918238,689.8702695,708.9574949,513.9350705
Santa Clara County,1111.361072,1243.330309,899.0864785,1055.253884,1174.826206,1213.048499,793.9623666,938.4296889,729.2369433,1038.247372,1067.454329,1053.503763,36.392004,869.2055042,863.5933394,51.29696121,227.6284149,163.6345284,272.0014443,146.0729401,222.7895531,81.02378917,542.7100107,201.3475995,187.876673,271.987837,557.3080866,739.9124356,388.1573368,337.4206131,210.4399582,227.9207067,399.8621059,457.0223373,171.8650672,131.0515913,161.7753889,289.5360559,85.7593574,493.2734299,259.8878079,114.0526593,153.5188322,244.4692905,530.0355468,221.5422584,317.2327963,644.7713535,140.1015349,86.59023039,560.6360722,646.0134644,131.1031361,87.55678109,232.5172414,63.95851193,333.4039654,0,394.7798138,281.0809715,490.9710886,118.4009529,181.0968013,71.65440907,201.8680087,326.4654567,400.4578202,281.7800671,176.1535012,393.0147888,163.2728019,229.8756986,394.380722,605.4185561,261.3063568,698.6471206,363.3151669,561.7053888,501.6477835,604.5094268,296.1034164,321.4886859,468.2580026,456.9642764,310.622254,428.1627165,640.5564293,273.8626338
Shasta County,1249.169836,1478.03422,1049.573793,1258.556008,1386.766411,1408.853455,1054.326,1180.673997,915.3105819,1185.66592,1326.131677,1287.819303,416.7733284,1075.083111,1144.924568,346.3756056,305.6916256,283.80485,127.3548974,313.4670033,176.771324,316.0077249,198.2095777,254.6706197,490.5278058,132.3056877,335.976424,1043.518633,616.4345758,668.142213,556.197649,194.6809153,119.1741341,802.344184,441.7555175,307.1765423,399.4671317,189.6698731,412.5833109,144.4556072,417.4292769,506.6167764,251.7316763,195.4372901,873.3959991,219.9026683,134.0228785,946.6062947,263.8798052,468.8647136,833.8909764,979.0820142,347.8574692,321.1047917,613.7820155,373.1151167,714.0845586,394.7798138,0,184.4820612,100.7273055,277.3843871,259.7866543,366.7599144,193.9120867,72.32250965,91.13892457,578.2744486,353.0691663,756.5324935,231.7020522,176.0967791,348.7772644,793.1962147,292.8546858,563.4726728,503.9689859,496.5257614,434.123413,709.3674086,310.3279585,398.3416303,571.7085204,308.8591983,259.819394,200.6167989,625.502674,265.0316335
Sierra County,1078.235024,1295.00918,874.607985,1077.739084,1205.508735,1229.525821,869.8472153,996.6614396,734.2579924,1012.444724,1141.76672,1104.43444,313.2142918,893.1575216,960.7988868,246.247216,123.2032369,126.5394682,93.02408505,154.9350082,153.9895981,222.1082953,381.202669,87.99637354,322.1530278,161.0941017,287.1150063,861.3228336,432.2487111,496.2480622,394.5817649,198.6985658,127.5553332,631.0864386,271.6734609,256.6693614,229.3515465,251.1012871,265.4569244,224.7805833,233.4699965,377.5076434,196.0089195,37.73427209,700.3095415,59.80054611,52.92279089,764.7737325,143.880089,333.489982,650.3190163,802.0891362,299.6739937,193.8177146,466.1421199,289.3200288,562.0348738,281.0809715,184.4820612,0,280.7933031,190.3841183,238.2624994,227.8801804,118.1375041,158.2534532,250.5512056,402.3839654,179.5766013,593.1856077,155.3491206,78.43531186,193.6073524,610.8678002,108.451559,471.2714144,320.7314973,365.8643622,299.2575552,536.9358721,129.5938019,216.709139,395.1144761,203.8903021,86.93883782,147.9588003,482.5799467,81.58252426
Siskiyou County,1326.164902,1567.763797,1130.676082,1345.269757,1473.889325,1493.581034,1149.028138,1272.74307,1002.955866,1264.809232,1419.371656,1378.372247,510.778787,1163.52971,1241.175013,441.4129137,403.5446849,384.5100349,227.7110035,414.1905949,269.1747123,410.9365117,123.6717741,354.8495045,591.2103445,221.0501407,367.4240496,1141.912957,712.7139935,768.7557279,656.8283255,277.818868,186.2326582,903.0227338,542.3261895,393.6230017,499.9780844,251.720123,512.6412862,150.9332967,514.2096545,603.8980866,343.033077,295.1083965,973.9922427,320.0554772,228.4191217,1045.207331,363.4000897,567.3524437,931.0832354,1079.250597,431.4126095,420.2395469,713.1405974,464.2584707,813.7405159,490.9710886,100.7273055,280.7933031,0,372.7028899,342.204111,466.4336843,292.3260871,164.5071583,115.323444,678.4365509,453.1766989,857.1270459,327.8119779,276.6786882,426.5665772,882.7782114,388.0092627,601.2354329,595.8473807,556.573121,498.7020118,790.0532685,401.7010837,489.1971503,656.73176,368.7593717,348.9862231,258.4069944,688.6594983,359.1332325
Solano County,1152.441885,1316.089007,941.4415158,1116.614835,1239.952808,1273.371479,871.2260575,1011.256133,780.3035078,1081.540009,1146.658677,1124.800285,139.6473494,929.2724972,948.5574996,68.99146994,190.5958176,113.8122925,158.2478221,120.740111,104.4920711,38.68178287,426.6676099,135.15867,262.001211,153.7657754,477.2827875,831.1894501,443.1187211,432.5365975,308.1642146,115.6581228,295.0822435,559.9798224,225.6068628,74.46059286,193.9463452,183.659783,160.2177638,384.1689029,270.9964194,232.0712278,42.95474887,152.898385,633.0566328,137.740834,214.582719,734.420338,56.05624581,199.0385095,638.7422673,746.4735555,113.0121671,69.09926227,346.8764885,102.1059419,448.2355451,118.4009529,277.3843871,190.3841183,372.7028899,0,90.63030076,113.5630572,87.91953032,208.2364148,283.2667533,359.8694418,174.8473209,502.0388489,45.96737539,122.8819905,347.9747268,653.9940271,214.6203207,647.6304572,381.1407447,524.4685282,459.5699873,624.3000927,252.499632,308.2961897,480.5583891,387.8581281,246.3399933,336.7437767,622.7346285,214.1950881
Sonoma County,1242.543217,1405.307335,1031.738327,1207.004913,1330.093241,1363.849871,959.3257149,1100.315862,870.9337934,1171.836615,1234.529104,1214.16466,186.5884646,1019.68341,1034.714562,131.9154615,272.1048529,197.9821814,170.7271733,209.6498343,93.9155417,108.5533709,371.5893994,209.6996552,348.4330785,128.0668737,519.4520307,914.9494377,533.4411652,513.7333982,387.3576628,65.21730114,313.4967503,637.0840605,314.8259199,54.93359277,284.4124015,110.3239568,243.4984972,389.4050048,360.2806524,291.2085114,52.25796979,205.2573431,710.2067235,200.066233,243.6207884,818.7021574,138.2630279,267.6438289,726.3283847,825.443739,89.21146275,158.6653715,412.7621657,132.7064895,512.9118716,181.0968013,259.7866543,238.2624994,342.204111,90.63030076,0,199.5653015,120.2147068,187.755927,236.575814,446.4066514,264.4998352,574.1100521,90.59632101,159.9996424,418.0672385,744.6218128,290.8631471,708.8517537,470.194745,595.1096306,528.9446772,712.4128021,327.9069256,392.30256,568.0564093,442.1526036,311.0284562,372.0432611,700.626291,284.0096258
Stanislaus County,1056.73499,1206.280104,844.7107119,1010.838413,1132.776435,1168.181996,759.783667,901.1953277,678.6557597,984.5094854,1034.963883,1015.326018,107.8551066,823.7963549,835.6315278,80.68721771,158.076541,102.6483708,239.6338103,79.23442999,209.404631,92.39213332,533.0660561,142.05766,149.0076755,257.3848255,493.6216383,717.6460404,338.1261154,319.4108834,196.5008799,228.4157249,352.7071064,448.3477478,117.4392996,162.5220162,96.07173348,297.1811489,47.77235729,448.8442905,191.173549,149.6294907,156.406075,193.9951078,521.244067,168.5418627,270.6436475,620.9213046,103.0443118,106.0671462,526.7655529,633.7544286,179.6144478,47.73086284,247.119253,121.8719951,347.3457874,71.65440907,366.7599144,227.8801804,466.4336843,113.5630572,199.5653015,0,174.9331611,304.3112933,388.4387418,247.0117067,104.5317324,393.9433716,147.0612529,192.2153665,323.9549506,553.2053723,192.6471978,627.8361674,297.6097603,490.1304788,430.3980209,540.8816384,226.2150391,250.129702,401.8910003,390.5770505,245.0713147,371.1254268,569.6318139,208.0101091
Sutter County,1154.133531,1342.706173,945.8514277,1134.719336,1260.452761,1289.716818,904.5232662,1039.641855,793.4045949,1085.459881,1179.712996,1151.140461,226.5873962,947.7992688,987.9300197,155.5225048,171.3752465,112.4145029,70.5744024,137.2420768,48.6589007,126.0291344,360.4108417,104.9722165,310.3401491,86.99827711,402.1123074,877.1470451,467.2721668,487.5058992,369.1837396,90.26633122,208.560711,619.5427427,265.4332674,142.1021635,225.8320894,156.1131808,222.0118682,296.3154469,275.9476361,312.784203,79.80291125,85.48884846,691.8718231,84.78137146,130.3659053,779.8110321,72.40300682,275.1189385,675.6060663,801.7742304,185.9772317,128.0836531,420.9258838,189.499201,521.7351945,201.8680087,193.9120867,118.1375041,292.3260871,87.91953032,120.2147068,174.9331611,0,129.3797018,215.9011567,404.5408104,188.726653,568.3008037,43.21642046,40.47910082,301.2241682,667.2812764,181.6882561,588.7232661,381.2735547,477.532521,411.0602289,616.5119776,216.5090294,290.7761366,471.6014925,322.002941,192.9388149,256.8650349,587.4125792,169.3452302
Tehama County,1236.463059,1448.403473,1032.738426,1233.725739,1361.068634,1386.33741,1017.270645,1147.974512,890.3725277,1170.680464,1291.129164,1257.303364,346.7762827,1048.330191,1104.51844,277.039782,267.8450032,231.204569,74.23128972,259.5989786,105.460331,246.5665316,235.1469857,208.4934605,436.2920197,59.99170016,373.8575349,998.1501567,578.0766222,614.134931,497.8355504,122.8580037,150.904759,747.1456687,389.3296295,234.8770484,348.0072265,129.0464421,351.2986954,206.8979572,380.0993953,439.4665636,180.2110309,155.2591533,819.0946887,175.2976503,120.7411012,900.8675144,201.5603439,403.476285,792.2208048,927.4973481,275.5734302,257.3677112,549.9855549,301.7448859,650.9413687,326.4654567,72.32250965,158.2534532,164.5071583,208.2364148,187.755927,304.3112933,129.3797018,0,94.58971269,527.9189804,305.0789124,697.3913813,163.3273386,121.787232,345.0631033,766.0077022,262.7957298,591.3353122,475.6430584,507.4663234,442.2282767,695.1569114,287.6019519,373.8234069,553.2664139,326.115627,243.669414,227.7769545,631.3312472,238.6960159
Trinity County,1327.241418,1542.908515,1124.794156,1327.681806,1455.174412,1479.9152,1111.68066,1242.564058,984.25007,1262.218263,1385.656274,1351.843651,415.4407285,1142.5187,1198.452787,349.3772913,362.4341034,323.3723983,168.6451726,350.9072857,179.7584407,319.4513154,144.6915712,302.5995435,526.1120952,131.0769572,426.7092818,1090.89398,672.5025417,703.4064187,584.319718,175.5135725,209.6474129,835.2672729,480.382917,290.393484,439.7377508,138.0090961,436.1090621,226.5493278,474.6750129,514.5091579,247.4406076,249.8065731,907.6979314,269.7478195,207.377311,993.5615714,287.8365896,482.2310699,886.0535469,1017.611854,324.8292232,340.7540348,629.9979976,365.1856483,731.3537188,400.4578202,91.13892457,250.5512056,115.323444,283.2667533,236.575814,388.4387418,215.9011567,94.58971269,0,619.4040973,398.2751578,782.317593,242.1934289,215.0053972,430.5895732,860.1656787,356.7342487,654.5982064,569.7560677,584.7582089,521.2877162,786.1080208,380.1261325,467.0917847,645.3743695,398.1891963,333.8363216,291.2018908,712.2763573,331.8142401
Tulare County,842.7404588,962.0735189,631.557391,774.5113833,893.2140822,932.378597,513.7361199,657.0123803,456.267501,768.3008356,788.4691521,771.9074573,300.7974239,589.3715106,588.7029036,319.8614326,280.8329609,296.7341715,455.1867196,268.540849,447.1284922,338.2824311,762.8789864,323.6201954,98.00458424,491.4411832,578.6578756,473.0977161,128.7050998,98.20685978,94.49447857,472.5749261,524.7682641,230.864997,139.1172133,405.6613367,179.9122901,542.5517496,203.6989225,619.5152381,187.7718014,227.3187553,402.8230721,383.4316551,298.2688496,358.4074201,455.0260147,375.8767796,334.927737,210.4986165,280.3271616,400.8199328,412.6987908,291.2310921,177.1502027,345.6979699,220.0252425,281.7800671,578.2744486,402.3839654,678.4365509,359.8694418,446.4066514,247.0117067,404.5408104,527.9189804,619.4040973,0,225.2598568,210.3851263,387.4784162,406.3423744,370.7139631,337.9238843,306.4028137,621.9379558,200.2818734,471.0777562,435.5171248,381.6778703,312.765327,256.4265266,282.326209,469.3390636,362.8068837,506.7830296,491.7712847,336.0858457
Tuolumne County,978.0821556,1154.331049,767.4859947,948.5285847,1073.485766,1104.354271,715.9722107,850.9955691,609.1496662,907.5681071,991.0547139,962.7495862,212.2102,761.2924224,800.5867864,176.0393718,68.31541816,76.32810395,231.383387,55.24878,235.662737,174.5251623,540.1481626,98.40139124,142.7988816,274.7404111,408.0036912,693.0945941,278.6459325,317.1560518,217.11813,269.7262493,305.5822334,451.9729415,92.21138581,243.5926363,50.4004414,340.0368959,113.6120514,402.3096506,96.23017959,231.4542373,213.0938032,158.2345755,521.8530747,133.1694788,231.3918416,595.8342306,129.258775,185.5409947,488.1140508,626.0762569,271.2096771,115.003277,296.2749444,222.182896,387.5037162,176.1535012,353.0691663,179.5766013,453.1766989,174.8473209,264.4998352,104.5317324,188.726653,305.0789124,398.2751578,225.2598568,0,414.0477551,184.1351167,183.3860168,223.9469786,482.6977204,103.0273145,525.8278522,206.4076113,386.1313078,327.4953771,450.0732827,129.7655992,145.963068,307.2517859,300.3985382,162.1158122,302.7428327,465.9057771,127.2411446
Ventura County,886.7139203,915.1576501,689.059568,768.8139542,870.937583,921.9986721,474.5452756,622.7947094,512.8072235,811.7497517,726.8771901,736.4231981,392.9591739,601.4684238,514.864285,442.9016636,477.7395916,474.1407338,629.4552743,444.1752469,602.8856217,469.8535555,926.8692197,507.8772943,271.2575015,651.2410578,788.7667873,378.9242023,290.7568676,115.8579908,200.3867713,617.1574637,719.6299038,82.06521088,321.8660406,523.0728377,363.9043875,681.8184024,346.4156983,816.2713194,396.2082,288.0630924,542.4572199,568.1610542,146.2392057,541.8096436,644.0555918,296.8124349,495.9213354,306.4865657,275.7774784,263.7942136,512.9159731,441.5790774,165.5449021,447.7938969,85.48350014,393.0147888,756.5324935,593.1856077,857.1270459,502.0388489,574.1100521,393.9433716,568.3008037,697.3913813,782.317593,210.3851263,414.0477551,0,540.370506,580.4542791,581.0199155,426.9835873,507.3130329,823.979749,403.5063887,674.1688817,643.2757498,529.271057,518.5859441,466.7591243,467.3908462,679.1722515,565.9005796,710.426898,676.7028789,535.9006498
Yolo County,1159.96335,1336.296609,950.1713354,1132.458551,1257.078475,1288.433038,894.3982126,1032.140308,793.2611935,1090.151629,1169.934961,1144.758285,185.6019194,945.1628998,974.7643662,114.8073402,182.8274983,111.6882969,112.6963444,129.1568462,62.51785749,84.6296335,386.5549039,119.2624604,290.8192616,111.2932227,441.8340363,860.457814,460.8054378,465.45683,343.5535263,86.43939223,251.7501295,595.3306559,249.6677099,101.3960946,213.322853,157.1547311,194.8301333,339.2145551,277.4764352,276.1582406,41.50108365,119.4879998,668.160065,110.6296488,172.9195907,763.3109143,55.12894137,241.03479,663.3406442,780.0696101,144.7725422,99.39256218,388.3996762,146.5280189,489.6766738,163.2728019,231.7020522,155.3491206,327.8119779,45.96737539,90.59632101,147.0612529,43.21642046,163.3273386,242.1934289,387.4784162,184.1351167,540.370506,0,81.48641319,328.0698491,666.815282,200.3359277,621.955896,386.1497423,505.2184817,439.2573181,626.1918298,237.3133128,303.4821561,481.3718742,357.6788853,221.9567711,298.1531343,610.0353974,193.7336757
Yuba County,1132.527817,1331.444659,925.7440366,1119.963424,1246.541448,1273.944243,897.3063812,1029.735584,777.383015,1064.856452,1171.741872,1140.054928,257.6437853,933.6457138,983.4760181,187.126508,151.8870517,109.6418835,49.25877821,138.5624542,77.63213428,159.1878636,356.9336717,88.3090135,315.8020424,98.04574151,361.6611195,876.3911825,458.3445837,493.7135499,380.1511837,122.4439487,172.4302713,627.3804297,268.0851897,182.1067614,226.4594358,181.3436025,237.0615197,263.6566913,262.1382039,336.9326176,120.0701599,49.40294357,698.9140118,58.36651419,91.81737645,779.0992877,91.19310409,296.5851217,671.057663,806.3649616,225.8465702,148.5935553,439.1903238,224.9255415,538.9006593,229.8756986,176.0967791,78.43531186,276.6786882,122.8819905,159.9996424,192.2153665,40.47910082,121.787232,215.0053972,406.3423744,183.3860168,580.4542791,81.48641319,0,266.2930296,651.9065062,155.1633995,549.6569287,362.9453544,441.4126134,374.8010606,592.7958544,187.1706139,266.8775235,448.4486103,282.2360443,157.5628589,216.8357871,554.2344435,138.1928605
Churchill County,900.9838805,1147.939576,704.1101903,921.4962836,1050.359361,1067.959016,747.7924274,859.8482367,581.6309564,838.58322,1009.354126,960.8666951,430.7433972,742.7361551,847.2992878,380.3828491,167.0568134,239.6902429,286.300377,249.436024,343.9251201,366.9552539,543.6431887,212.8275159,331.8331293,354.6869418,208.2777322,767.8962561,339.3464858,467.8320265,408.6914078,388.7144767,240.3403114,593.9267646,289.428176,422.0308069,261.5701728,444.5260499,337.3364066,308.5204308,187.9700006,453.9761103,369.081547,217.0148856,653.2714753,218.0555935,224.5808167,676.5413781,292.0540917,408.4961391,552.1323793,736.4800527,460.4108015,315.9343605,500.2900597,428.3788969,577.918317,394.380722,348.7772644,193.6073524,426.5665772,347.9747268,418.0672385,323.9549506,301.2241682,345.0631033,430.5895732,370.7139631,223.9469786,581.0199155,328.0698491,266.2930296,0,466.7800648,135.5299333,304.4916461,203.1101844,177.1633203,111.6147375,363.5083736,98.68093371,114.2947443,234.6215255,101.0510856,108.7301719,178.3800921,288.9760883,134.5218877
Clark County,506.5425651,685.0644944,294.4983963,468.0734355,595.0705209,622.4424672,290.4189542,393.0695201,126.4567446,432.9547397,542.8278461,495.7394865,630.3159131,282.3594267,395.6639675,633.3799335,500.0951804,556.7531771,693.3037571,537.8364387,715.6092653,643.9096154,991.2629728,564.5671252,419.3061978,749.3252912,637.2993361,354.251378,217.4076802,348.7675629,431.4130788,751.9942013,699.8401882,370.6775906,436.3812175,714.9931704,460.9470261,821.8254664,520.4039903,775.0873648,391.3336562,565.1675847,694.4635836,611.1385142,378.2736556,593.9236658,659.2589876,290.5604476,611.9400633,545.0044437,184.1900801,389.6938311,731.6806483,587.1239775,498.5717629,668.2613479,492.301268,605.4185561,793.1962147,610.8678002,882.7782114,653.9940271,744.6218128,553.2053723,667.2812764,766.0077022,860.1656787,337.9238843,482.6977204,426.9835873,666.815282,651.9065062,466.7800648,0,503.4649184,548.6254506,290.4116274,432.716819,446.8209425,158.5030334,482.8739233,394.8638339,233.1598189,555.3057582,534.1756709,645.0215745,356.4046338,529.298594
